date,temp,humid
2025-10-28#01:54:17,14.3,65.0
2025-10-28#01:54:32,14.3,65.0
2025-10-28#01:54:47,14.3,65.0
2025-10-28#01:55:03,14.3,65.0
2025-10-28#01:55:18,14.3,65.0
2025-10-28#01:55:33,14.3,65.0
2025-10-28#01:55:48,14.3,65.0
2025-10-28#01:56:04,14.3,65.0
2025-10-28#01:56:19,14.3,65.0
2025-10-28#01:56:34,14.3,65.0
2025-10-28#01:56:49,14.3,65.0
2025-10-28#01:57:05,14.3,65.0
2025-10-28#01:57:20,14.3,65.0
2025-10-28#01:57:35,14.3,65.0
2025-10-28#01:57:50,14.3,65.0
2025-10-28#01:58:06,14.3,65.0
2025-10-28#01:58:21,14.3,65.0
2025-10-28#01:58:36,14.3,65.0
2025-10-28#01:58:51,14.3,65.0
2025-10-28#01:59:07,14.3,65.0
2025-10-28#01:59:22,14.3,65.0
2025-10-28#01:59:37,14.3,65.0
2025-10-28#01:59:52,14.3,65.0
2025-10-28#02:00:08,14.3,65.0
2025-10-28#02:00:23,14.3,65.0
2025-10-28#02:00:38,14.3,65.0
2025-10-28#02:00:53,14.3,65.0
2025-10-28#02:01:09,14.3,65.0
2025-10-28#02:01:24,14.3,65.0
2025-10-28#02:01:39,14.3,65.0
2025-10-28#02:01:54,14.3,65.0
2025-10-28#02:02:10,14.3,65.0
2025-10-28#02:02:25,14.3,65.0
2025-10-28#02:02:40,14.3,65.0
2025-10-28#02:02:55,14.3,65.0
2025-10-28#02:03:11,14.3,65.0
2025-10-28#02:03:26,14.3,65.0
2025-10-28#02:03:41,14.3,65.0
2025-10-28#02:03:56,14.3,65.0
2025-10-28#02:04:12,14.3,65.0
2025-10-28#02:04:27,14.3,65.0
2025-10-28#02:04:42,14.3,65.0
2025-10-28#02:04:57,14.3,65.0
2025-10-28#02:05:13,14.3,65.0
2025-10-28#02:05:28,14.3,65.0
2025-10-28#02:05:43,14.3,65.0
2025-10-28#02:05:58,14.3,65.0
2025-10-28#02:06:14,14.3,65.0
2025-10-28#02:06:29,14.3,65.0
2025-10-28#02:06:44,14.3,65.0
2025-10-28#02:06:59,14.3,65.0
2025-10-28#02:07:15,14.3,65.0
2025-10-28#02:07:30,14.3,65.0
2025-10-28#02:07:45,14.3,65.0
2025-10-28#02:08:00,14.3,65.0
2025-10-28#02:08:16,14.3,65.0
2025-10-28#02:08:31,14.3,65.0
2025-10-28#02:08:46,14.3,65.0
2025-10-28#02:09:01,14.3,65.0
2025-10-28#02:09:17,14.3,65.0
2025-10-28#02:09:32,14.3,65.0
2025-10-28#02:09:47,14.3,65.0
2025-10-28#02:10:02,14.3,65.0
2025-10-28#02:10:18,14.3,65.0
2025-10-28#02:10:33,14.3,65.0
2025-10-28#02:10:48,14.3,65.0
2025-10-28#02:11:03,14.3,65.0
2025-10-28#02:11:19,14.3,65.0
2025-10-28#02:11:34,14.3,65.0
2025-10-28#02:11:49,14.3,65.0
2025-10-28#02:12:04,14.3,65.0
2025-10-28#02:12:20,14.3,65.0
2025-10-28#02:12:35,14.3,65.0
2025-10-28#02:12:50,14.3,65.0
2025-10-28#02:13:06,14.3,65.0
2025-10-28#02:13:21,14.3,65.0
2025-10-28#02:13:36,14.3,65.0
2025-10-28#02:13:51,14.3,65.0
2025-10-28#02:14:07,14.3,65.0
2025-10-28#02:14:22,14.3,65.0
2025-10-28#02:14:37,14.3,65.0
2025-10-28#02:14:52,14.3,65.0
2025-10-28#02:15:08,14.3,65.0
2025-10-28#02:15:23,14.3,65.0
2025-10-28#02:15:38,14.3,65.0
2025-10-28#02:16:09,14.3,65.0
2025-10-28#02:16:24,14.3,65.0
2025-10-28#02:16:39,14.3,65.0
2025-10-28#02:16:54,14.3,65.0
2025-10-28#02:17:10,14.3,65.0
2025-10-28#02:17:25,14.3,65.0
2025-10-28#02:17:40,14.3,65.0
2025-10-28#02:17:55,14.3,65.0
2025-10-28#02:18:11,14.3,65.0
2025-10-28#02:18:26,14.3,65.0
2025-10-28#02:18:41,14.3,65.0
2025-10-28#02:18:56,14.3,65.0
2025-10-28#02:19:12,14.3,65.0
2025-10-28#02:19:27,14.3,65.0
2025-10-28#02:19:42,14.3,65.0
2025-10-28#02:19:57,14.3,65.0
2025-10-28#02:20:13,14.3,65.0
2025-10-28#02:20:28,14.3,65.0
2025-10-28#02:20:43,14.3,65.0
2025-10-28#02:20:58,14.3,65.0
2025-10-28#02:21:14,14.3,65.0
2025-10-28#02:21:29,14.3,65.0
2025-10-28#02:21:44,14.3,65.0
2025-10-28#02:21:59,14.3,65.0
2025-10-28#02:22:15,14.3,65.0
2025-10-28#02:22:30,14.3,65.0
2025-10-28#02:22:45,14.3,65.0
2025-10-28#02:23:00,14.3,65.0
2025-10-28#02:23:16,14.3,65.0
2025-10-28#02:23:31,14.3,65.0
2025-10-28#02:23:46,14.3,65.0
2025-10-28#02:24:01,14.3,65.0
2025-10-28#02:24:17,14.3,65.0
2025-10-28#02:24:32,14.3,65.0
2025-10-28#02:24:47,14.3,65.0
2025-10-28#02:25:02,14.3,65.0
2025-10-28#02:25:18,14.3,65.0
2025-10-28#02:25:33,14.3,65.0
2025-10-28#02:25:48,14.3,65.0
2025-10-28#02:26:03,14.3,65.0
2025-10-28#02:26:19,14.3,65.0
2025-10-28#02:26:34,14.3,65.0
2025-10-28#02:26:49,14.3,65.0
2025-10-28#02:27:04,14.3,65.0
2025-10-28#02:27:20,14.3,65.0
2025-10-28#02:27:35,14.3,65.0
2025-10-28#02:27:50,14.3,65.0
2025-10-28#02:28:05,14.3,65.0
2025-10-28#02:28:21,14.3,65.0
2025-10-28#02:28:36,14.3,65.0
2025-10-28#02:28:51,14.3,65.0
2025-10-28#02:29:06,14.3,65.0
2025-10-28#02:29:22,14.3,65.0
2025-10-28#02:29:37,14.3,65.0
2025-10-28#02:29:52,14.3,65.0
2025-10-28#02:30:07,14.3,65.0
2025-10-28#02:30:23,14.3,65.0
2025-10-28#02:30:38,14.3,65.0
2025-10-28#02:30:53,14.3,65.0
2025-10-28#02:31:08,14.3,65.0
2025-10-28#02:31:24,14.3,65.0
2025-10-28#02:31:39,14.3,65.0
2025-10-28#02:31:54,14.3,65.0
2025-10-28#02:32:09,14.3,65.0
2025-10-28#02:32:25,14.3,65.0
2025-10-28#02:32:40,14.3,65.0
2025-10-28#02:32:55,14.3,65.0
2025-10-28#02:33:10,14.3,65.0
2025-10-28#02:33:26,14.3,65.0
2025-10-28#02:33:41,14.3,65.0
2025-10-28#02:34:11,14.3,65.0
2025-10-28#02:34:27,14.3,65.0
2025-10-28#02:34:42,14.3,65.0
2025-10-28#02:34:57,14.3,65.0
2025-10-28#02:35:12,14.3,65.0
2025-10-28#02:35:28,14.3,65.0
2025-10-28#02:35:43,14.3,65.0
2025-10-28#02:35:58,14.3,65.0
2025-10-28#02:36:13,14.3,65.0
2025-10-28#02:36:29,14.3,65.0
2025-10-28#02:36:44,14.3,65.0
2025-10-28#02:36:59,14.3,65.0
2025-10-28#02:37:14,14.3,65.0
2025-10-28#02:37:30,14.3,65.0
2025-10-28#02:37:45,14.3,65.0
2025-10-28#02:38:00,14.3,65.0
2025-10-28#02:38:15,14.3,65.0
2025-10-28#02:38:31,14.3,65.0
2025-10-28#02:38:46,14.3,65.0
2025-10-28#02:39:01,14.3,65.0
2025-10-28#02:39:16,14.3,65.0
2025-10-28#02:39:32,14.3,65.0
2025-10-28#02:39:47,14.3,65.0
2025-10-28#02:40:02,14.3,65.0
2025-10-28#02:40:17,14.3,65.0
2025-10-28#02:40:33,14.3,65.0
2025-10-28#02:40:48,14.3,65.0
2025-10-28#02:41:03,14.3,65.0
2025-10-28#02:41:18,14.3,65.0
2025-10-28#02:41:34,14.3,65.0
2025-10-28#02:41:49,14.3,65.0
2025-10-28#02:42:04,14.3,65.0
2025-10-28#02:42:19,14.3,65.0
2025-10-28#02:42:35,14.3,65.0
2025-10-28#02:42:50,14.3,65.0
2025-10-28#02:43:05,14.3,65.0
2025-10-28#02:43:20,14.3,65.0
2025-10-28#02:43:36,14.3,65.0
2025-10-28#02:43:51,14.3,65.0
2025-10-28#02:44:06,14.3,65.0
2025-10-28#02:44:21,14.3,65.0
2025-10-28#02:44:37,14.3,65.0
2025-10-28#02:44:52,14.3,65.0
2025-10-28#02:45:07,14.3,65.0
2025-10-28#02:45:22,14.3,65.0
2025-10-28#02:45:38,14.3,65.0
2025-10-28#02:45:53,14.3,65.0
2025-10-28#02:46:08,14.3,65.0
2025-10-28#02:46:23,14.3,65.0
2025-10-28#02:46:39,14.3,65.0
2025-10-28#02:46:54,14.3,65.0
2025-10-28#02:47:09,14.3,65.0
2025-10-28#02:47:24,14.3,65.0
2025-10-28#02:47:40,14.3,65.0
2025-10-28#02:47:55,14.3,65.0
2025-10-28#02:48:10,14.3,65.0
2025-10-28#02:48:26,14.3,65.0
2025-10-28#02:48:41,14.3,65.0
2025-10-28#02:48:56,14.3,65.0
2025-10-28#02:49:11,14.3,65.0
2025-10-28#02:49:27,14.3,65.0
2025-10-28#02:49:42,14.3,65.0
2025-10-28#02:49:57,14.3,65.0
2025-10-28#02:50:12,14.3,65.0
2025-10-28#02:50:28,14.3,65.0
2025-10-28#02:50:43,14.3,65.0
2025-10-28#02:50:58,14.3,65.0
2025-10-28#02:51:13,14.3,65.0
2025-10-28#02:51:29,14.3,65.0
2025-10-28#02:51:44,14.3,65.0
2025-10-28#02:51:59,14.3,65.0
2025-10-28#02:52:14,14.3,65.0
2025-10-28#02:52:30,14.3,65.0
2025-10-28#02:52:45,14.3,65.0
2025-10-28#02:53:00,14.3,65.0
2025-10-28#02:53:15,14.3,65.0
2025-10-28#02:53:31,14.3,65.0
2025-10-28#02:53:46,14.3,65.0
2025-10-28#02:54:01,14.3,65.0
2025-10-28#02:54:16,14.3,65.0
2025-10-28#02:54:32,14.3,65.0
2025-10-28#02:54:47,14.3,65.0
2025-10-28#02:55:02,14.3,65.0
2025-10-28#02:55:17,14.3,65.0
2025-10-28#02:55:33,14.3,65.0
2025-10-28#02:55:48,14.3,65.0
2025-10-28#02:56:03,14.3,65.0
2025-10-28#02:56:18,14.3,65.0
2025-10-28#02:56:34,14.3,65.0
2025-10-28#02:56:49,14.3,65.0
2025-10-28#02:57:04,14.3,65.0
2025-10-28#02:57:19,14.3,65.0
2025-10-28#02:57:35,14.3,65.0
2025-10-28#02:57:50,14.3,65.0
2025-10-28#02:58:05,14.3,65.0
2025-10-28#02:58:20,14.3,65.0
2025-10-28#02:58:36,14.3,65.0
2025-10-28#02:58:51,14.3,65.0
2025-10-28#02:59:06,14.3,65.0
2025-10-28#02:59:21,14.3,65.0
2025-10-28#02:59:37,14.3,65.0
2025-10-28#02:59:52,14.3,65.0
2025-10-28#03:00:07,14.3,65.0
2025-10-28#03:00:22,14.3,65.0
2025-10-28#03:00:38,14.3,65.0
2025-10-28#03:00:53,14.3,65.0
2025-10-28#03:01:08,14.3,65.0
2025-10-28#03:01:23,14.3,65.0
2025-10-28#03:01:39,14.3,65.0
2025-10-28#03:01:54,14.3,65.0
2025-10-28#03:02:09,14.3,65.0
2025-10-28#03:02:24,14.3,65.0
2025-10-28#03:02:55,14.3,65.0
2025-10-28#03:03:10,14.3,65.0
2025-10-28#03:03:25,14.3,65.0
2025-10-28#03:03:41,14.3,65.0
2025-10-28#03:03:56,14.3,65.0
2025-10-28#03:04:11,14.2,65.0
2025-10-28#03:04:26,14.2,65.0
2025-10-28#03:04:42,14.2,65.0
2025-10-28#03:04:57,14.2,65.0
2025-10-28#03:05:12,14.3,65.0
2025-10-28#03:05:27,14.3,65.0
2025-10-28#03:05:43,14.3,65.0
2025-10-28#03:05:58,14.3,65.0
2025-10-28#03:06:13,14.3,65.0
2025-10-28#03:06:28,14.3,65.0
2025-10-28#03:06:44,14.3,65.0
2025-10-28#03:06:59,14.3,65.0
2025-10-28#03:07:14,14.3,65.0
2025-10-28#03:07:29,14.3,65.0
2025-10-28#03:07:45,14.3,65.0
2025-10-28#03:08:00,14.3,65.0
2025-10-28#03:08:15,14.3,65.0
2025-10-28#03:08:30,14.3,65.0
2025-10-28#03:08:46,14.3,65.0
2025-10-28#03:09:01,14.3,65.0
2025-10-28#03:09:16,14.3,65.0
2025-10-28#03:09:31,14.3,65.0
2025-10-28#03:09:47,14.3,65.0
2025-10-28#03:10:02,14.3,65.0
2025-10-28#03:10:17,14.3,65.0
2025-10-28#03:10:32,14.3,65.0
2025-10-28#03:10:48,14.3,65.0
2025-10-28#03:11:03,14.3,65.0
2025-10-28#03:11:18,14.3,65.0
2025-10-28#03:11:33,14.3,65.0
2025-10-28#03:11:49,14.3,65.0
2025-10-28#03:12:04,14.3,65.0
2025-10-28#03:12:34,14.3,65.0
2025-10-28#03:12:50,14.3,65.0
2025-10-28#03:13:05,14.3,65.0
2025-10-28#03:13:20,14.3,65.0
2025-10-28#03:13:35,14.3,65.0
2025-10-28#03:13:51,14.3,65.0
2025-10-28#03:14:06,14.3,65.0
2025-10-28#03:14:21,14.3,65.0
2025-10-28#03:14:36,14.3,65.0
2025-10-28#03:15:07,14.3,65.0
2025-10-28#03:15:22,14.3,65.0
2025-10-28#03:15:37,14.3,65.0
2025-10-28#03:15:53,14.3,65.0
2025-10-28#03:16:08,14.3,65.0
2025-10-28#03:16:23,14.3,65.0
2025-10-28#03:16:38,14.3,65.0
2025-10-28#03:16:54,14.3,65.0
2025-10-28#03:17:09,14.3,65.0
2025-10-28#03:17:24,14.3,65.0
2025-10-28#03:17:39,14.3,65.0
2025-10-28#03:17:55,14.3,65.0
2025-10-28#03:18:10,14.3,65.0
2025-10-28#03:18:25,14.3,65.0
2025-10-28#03:18:40,14.3,65.0
2025-10-28#03:18:56,14.3,65.0
2025-10-28#03:19:11,14.3,65.0
2025-10-28#03:19:26,14.3,65.0
2025-10-28#03:19:41,14.3,65.0
2025-10-28#03:19:57,14.3,65.0
2025-10-28#03:20:12,14.3,65.0
2025-10-28#03:20:27,14.3,65.0
2025-10-28#03:20:42,14.3,65.0
2025-10-28#03:20:58,14.3,65.0
2025-10-28#03:21:13,14.3,65.0
2025-10-28#03:21:28,14.3,65.0
2025-10-28#03:21:44,14.2,65.0
2025-10-28#03:21:59,14.2,65.0
2025-10-28#03:22:14,14.2,65.0
2025-10-28#03:22:29,14.2,65.0
2025-10-28#03:22:45,14.3,65.0
2025-10-28#03:23:00,14.3,65.0
2025-10-28#03:23:15,14.3,65.0
2025-10-28#03:23:30,14.3,65.0
2025-10-28#03:24:01,14.3,65.0
2025-10-28#03:24:16,14.3,65.0
2025-10-28#03:24:31,14.3,65.0
2025-10-28#03:24:47,14.3,65.0
2025-10-28#03:25:02,14.3,65.0
2025-10-28#03:25:17,14.2,65.0
2025-10-28#03:25:32,14.2,65.0
2025-10-28#03:25:48,14.2,65.0
2025-10-28#03:26:03,14.2,65.0
2025-10-28#03:26:18,14.2,65.0
2025-10-28#03:26:33,14.2,65.0
2025-10-28#03:26:49,14.2,65.0
2025-10-28#03:27:04,14.2,65.0
2025-10-28#03:27:19,14.2,65.0
2025-10-28#03:27:34,14.3,65.0
2025-10-28#03:27:50,14.3,65.0
2025-10-28#03:28:05,14.2,65.0
2025-10-28#03:28:20,14.2,65.0
2025-10-28#03:28:35,14.3,65.0
2025-10-28#03:28:51,14.3,65.0
2025-10-28#03:29:06,14.3,65.0
2025-10-28#03:29:21,14.3,65.0
2025-10-28#03:29:36,14.3,65.0
2025-10-28#03:29:52,14.3,65.0
2025-10-28#03:30:07,14.3,65.0
2025-10-28#03:30:22,14.3,65.0
2025-10-28#03:30:37,14.3,65.0
2025-10-28#03:30:53,14.3,65.0
2025-10-28#03:31:08,14.3,65.0
2025-10-28#03:31:23,14.3,65.0
2025-10-28#03:31:38,14.3,65.0
2025-10-28#03:31:54,14.3,65.0
2025-10-28#03:32:09,14.3,65.0
2025-10-28#03:32:39,14.3,65.0
2025-10-28#03:32:55,14.3,65.0
2025-10-28#03:33:10,14.2,65.0
2025-10-28#03:33:25,14.2,65.0
2025-10-28#03:33:40,14.2,65.0
2025-10-28#03:33:56,14.3,65.0
2025-10-28#03:34:11,14.2,65.0
2025-10-28#03:34:26,14.2,65.0
2025-10-28#03:34:41,14.2,65.0
2025-10-28#03:34:57,14.2,65.0
2025-10-28#03:35:12,14.2,65.0
2025-10-28#03:35:27,14.2,65.0
2025-10-28#03:35:42,14.2,65.0
2025-10-28#03:35:58,14.2,65.0
2025-10-28#03:36:13,14.2,65.0
2025-10-28#03:36:28,14.2,65.0
2025-10-28#03:36:43,14.2,65.0
2025-10-28#03:36:59,14.2,65.0
2025-10-28#03:37:14,14.2,65.0
2025-10-28#03:37:29,14.2,65.0
2025-10-28#03:37:44,14.2,65.0
2025-10-28#03:38:00,14.2,65.0
2025-10-28#03:38:15,14.2,65.0
2025-10-28#03:38:30,14.2,65.0
2025-10-28#03:38:45,14.2,65.0
2025-10-28#03:39:01,14.2,65.0
2025-10-28#03:39:16,14.2,65.0
2025-10-28#03:39:31,14.2,65.0
2025-10-28#03:39:46,14.2,65.0
2025-10-28#03:40:02,14.2,65.0
2025-10-28#03:40:17,14.2,65.0
2025-10-28#03:40:32,14.2,65.0
2025-10-28#03:40:47,14.2,65.0
2025-10-28#03:41:03,14.2,65.0
2025-10-28#03:41:18,14.2,65.0
2025-10-28#03:41:33,14.2,65.0
2025-10-28#03:41:48,14.2,65.0
2025-10-28#03:42:04,14.2,65.0
2025-10-28#03:42:19,14.2,65.0
2025-10-28#03:42:34,14.2,65.0
2025-10-28#03:42:49,14.2,65.0
2025-10-28#03:43:05,14.2,65.0
2025-10-28#03:43:20,14.2,65.0
2025-10-28#03:43:35,14.2,65.0
2025-10-28#03:43:50,14.2,65.0
2025-10-28#03:44:06,14.2,65.0
2025-10-28#03:44:21,14.2,65.0
2025-10-28#03:44:36,14.2,65.0
2025-10-28#03:44:51,14.2,65.0
2025-10-28#03:45:07,14.2,65.0
2025-10-28#03:45:22,14.2,65.0
2025-10-28#03:45:37,14.2,65.0
2025-10-28#03:45:52,14.2,65.0
2025-10-28#03:46:08,14.2,65.0
2025-10-28#03:46:23,14.2,65.0
2025-10-28#03:46:38,14.2,65.0
2025-10-28#03:46:53,14.2,65.0
2025-10-28#03:47:09,14.2,65.0
2025-10-28#03:47:24,14.2,65.0
2025-10-28#03:47:39,14.2,65.0
2025-10-28#03:47:54,14.2,65.0
2025-10-28#03:48:10,14.2,65.0
2025-10-28#03:48:25,14.2,65.0
2025-10-28#03:48:40,14.2,65.0
2025-10-28#03:48:55,14.2,65.0
2025-10-28#03:49:11,14.2,65.0
2025-10-28#03:49:26,14.2,65.0
2025-10-28#03:49:41,14.2,65.0
2025-10-28#03:49:56,14.2,65.0
2025-10-28#03:50:12,14.2,65.0
2025-10-28#03:50:27,14.2,65.0
2025-10-28#03:50:42,14.2,65.0
2025-10-28#03:50:57,14.2,65.0
2025-10-28#03:51:13,14.2,65.0
2025-10-28#03:51:28,14.2,65.0
2025-10-28#03:51:43,14.2,65.0
2025-10-28#03:51:58,14.2,65.0
2025-10-28#03:52:14,14.2,65.0
2025-10-28#03:52:29,14.2,65.0
2025-10-28#03:52:44,14.2,65.0
2025-10-28#03:52:59,14.2,65.0
2025-10-28#03:53:15,14.2,65.0
2025-10-28#03:53:30,14.2,65.0
2025-10-28#03:53:45,14.2,65.0
2025-10-28#03:54:00,14.2,65.0
2025-10-28#03:54:16,14.2,65.0
2025-10-28#03:54:31,14.2,65.0
2025-10-28#03:54:46,14.2,65.0
2025-10-28#03:55:01,14.2,65.0
2025-10-28#03:55:17,14.2,65.0
2025-10-28#03:55:32,14.2,65.0
2025-10-28#03:55:47,14.2,65.0
2025-10-28#03:56:03,14.2,65.0
2025-10-28#03:56:18,14.2,65.0
2025-10-28#03:56:33,14.2,65.0
2025-10-28#03:56:48,14.2,65.0
2025-10-28#03:57:04,14.2,65.0
2025-10-28#03:57:19,14.2,65.0
2025-10-28#03:57:34,14.2,65.0
2025-10-28#03:57:49,14.2,65.0
2025-10-28#03:58:05,14.2,65.0
2025-10-28#03:58:20,14.2,65.0
2025-10-28#03:58:35,14.2,65.0
2025-10-28#03:58:50,14.2,65.0
2025-10-28#03:59:06,14.2,65.0
2025-10-28#03:59:21,14.2,65.0
2025-10-28#03:59:36,14.2,65.0
2025-10-28#03:59:51,14.2,65.0
2025-10-28#04:00:07,14.2,65.0
2025-10-28#04:00:22,14.2,65.0
2025-10-28#04:00:52,14.2,65.0
2025-10-28#04:01:08,14.2,65.0
2025-10-28#04:01:23,14.2,65.0
2025-10-28#04:01:38,14.2,65.0
2025-10-28#04:01:53,14.2,65.0
2025-10-28#04:02:09,14.2,65.0
2025-10-28#04:02:24,14.2,65.0
2025-10-28#04:02:39,14.2,65.0
2025-10-28#04:02:54,14.2,65.0
2025-10-28#04:03:10,14.2,65.0
2025-10-28#04:03:25,14.2,65.0
2025-10-28#04:03:40,14.2,65.0
2025-10-28#04:03:55,14.2,65.0
2025-10-28#04:04:11,14.2,65.0
2025-10-28#04:04:26,14.2,65.0
2025-10-28#04:04:41,14.2,65.0
2025-10-28#04:04:56,14.2,65.0
2025-10-28#04:05:12,14.2,65.0
2025-10-28#04:05:27,14.2,65.0
2025-10-28#04:05:42,14.2,65.0
2025-10-28#04:05:57,14.2,65.0
2025-10-28#04:06:13,14.2,65.0
2025-10-28#04:06:28,14.2,65.0
2025-10-28#04:06:43,14.2,65.0
2025-10-28#04:06:58,14.2,65.0
2025-10-28#04:07:14,14.2,65.0
2025-10-28#04:07:29,14.2,65.0
2025-10-28#04:07:44,14.2,65.0
2025-10-28#04:07:59,14.2,65.0
2025-10-28#04:08:15,14.2,65.0
2025-10-28#04:08:30,14.2,65.0
2025-10-28#04:08:45,14.2,65.0
2025-10-28#04:09:00,14.2,65.0
2025-10-28#04:09:16,14.2,65.0
2025-10-28#04:09:31,14.2,65.0
2025-10-28#04:09:46,14.2,65.0
2025-10-28#04:10:01,14.2,65.0
2025-10-28#04:10:17,14.2,65.0
2025-10-28#04:10:32,14.2,65.0
2025-10-28#04:10:47,14.2,65.0
2025-10-28#04:11:02,14.2,65.0
2025-10-28#04:11:18,14.2,65.0
2025-10-28#04:11:33,14.2,65.0
2025-10-28#04:11:48,14.2,65.0
2025-10-28#04:12:03,14.2,65.0
2025-10-28#04:12:19,14.2,65.0
2025-10-28#04:12:34,14.2,65.0
2025-10-28#04:12:49,14.2,65.0
2025-10-28#04:13:04,14.2,65.0
2025-10-28#04:13:20,14.2,65.0
2025-10-28#04:13:35,14.2,65.0
2025-10-28#04:13:50,14.2,65.0
2025-10-28#04:14:05,14.2,65.0
2025-10-28#04:14:21,14.2,65.0
2025-10-28#04:14:36,14.2,65.0
2025-10-28#04:14:51,14.2,65.0
2025-10-28#04:15:06,14.2,65.0
2025-10-28#04:15:22,14.2,65.0
2025-10-28#04:15:37,14.2,65.0
2025-10-28#04:15:52,14.2,65.0
2025-10-28#04:16:07,14.2,65.0
2025-10-28#04:16:23,14.2,65.0
2025-10-28#04:16:38,14.2,65.0
2025-10-28#04:16:53,14.2,65.0
2025-10-28#04:17:08,14.2,65.0
2025-10-28#04:17:24,14.2,65.0
2025-10-28#04:17:39,14.2,65.0
2025-10-28#04:17:54,14.2,65.0
2025-10-28#04:18:09,14.2,65.0
2025-10-28#04:18:25,14.2,65.0
2025-10-28#04:18:40,14.2,65.0
2025-10-28#04:18:55,14.2,65.0
2025-10-28#04:19:10,14.2,65.0
2025-10-28#04:19:26,14.2,65.0
2025-10-28#04:19:41,14.2,65.0
2025-10-28#04:19:56,14.2,65.0
2025-10-28#04:20:11,14.2,65.0
2025-10-28#04:20:27,14.2,65.0
2025-10-28#04:20:42,14.2,65.0
2025-10-28#04:20:57,14.2,65.0
2025-10-28#04:21:12,14.2,66.0
2025-10-28#04:21:28,14.2,66.0
2025-10-28#04:21:43,14.2,66.0
2025-10-28#04:21:58,14.2,66.0
2025-10-28#04:22:13,14.2,66.0
2025-10-28#04:22:29,14.2,66.0
2025-10-28#04:22:44,14.2,66.0
2025-10-28#04:22:59,14.2,66.0
2025-10-28#04:23:14,14.2,66.0
2025-10-28#04:23:30,14.2,66.0
2025-10-28#04:23:45,14.2,66.0
2025-10-28#04:24:00,14.2,66.0
2025-10-28#04:24:15,14.2,66.0
2025-10-28#04:24:31,14.2,66.0
2025-10-28#04:24:46,14.2,66.0
2025-10-28#04:25:01,14.2,66.0
2025-10-28#04:25:16,14.2,66.0
2025-10-28#04:25:32,14.2,66.0
2025-10-28#04:25:47,14.2,66.0
2025-10-28#04:26:02,14.2,66.0
2025-10-28#04:26:17,14.2,66.0
2025-10-28#04:26:33,14.2,66.0
2025-10-28#04:26:48,14.2,66.0
2025-10-28#04:27:03,14.2,66.0
2025-10-28#04:27:18,14.2,66.0
2025-10-28#04:27:34,14.2,66.0
2025-10-28#04:27:49,14.2,66.0
2025-10-28#04:28:04,14.2,66.0
2025-10-28#04:28:19,14.2,66.0
2025-10-28#04:28:35,14.2,66.0
2025-10-28#04:28:50,14.2,66.0
2025-10-28#04:29:05,14.2,66.0
2025-10-28#04:29:20,14.2,66.0
2025-10-28#04:29:36,14.2,66.0
2025-10-28#04:29:51,14.2,66.0
2025-10-28#04:30:06,14.2,66.0
2025-10-28#04:30:22,14.2,66.0
2025-10-28#04:30:37,14.2,66.0
2025-10-28#04:30:52,14.2,66.0
2025-10-28#04:31:07,14.2,66.0
2025-10-28#04:31:23,14.2,66.0
2025-10-28#04:31:38,14.2,66.0
2025-10-28#04:31:53,14.2,66.0
2025-10-28#04:32:08,14.2,66.0
2025-10-28#04:32:24,14.2,66.0
2025-10-28#04:32:39,14.2,66.0
2025-10-28#04:32:54,14.2,66.0
2025-10-28#04:33:09,14.2,66.0
2025-10-28#04:33:25,14.2,66.0
2025-10-28#04:33:40,14.2,66.0
2025-10-28#04:33:55,14.2,66.0
2025-10-28#04:34:10,14.2,66.0
2025-10-28#04:34:26,14.2,66.0
2025-10-28#04:34:41,14.2,66.0
2025-10-28#04:34:56,14.2,66.0
2025-10-28#04:35:11,14.2,66.0
2025-10-28#04:35:27,14.2,66.0
2025-10-28#04:35:42,14.2,66.0
2025-10-28#04:35:57,14.2,66.0
2025-10-28#04:36:12,14.2,66.0
2025-10-28#04:36:28,14.2,66.0
2025-10-28#04:36:43,14.2,66.0
2025-10-28#04:36:58,14.2,66.0
2025-10-28#04:37:13,14.2,66.0
2025-10-28#04:37:29,14.2,66.0
2025-10-28#04:37:44,14.2,66.0
2025-10-28#04:37:59,14.2,66.0
2025-10-28#04:38:14,14.2,66.0
2025-10-28#04:38:30,14.2,66.0
2025-10-28#04:38:45,14.2,66.0
2025-10-28#04:39:00,14.2,66.0
2025-10-28#04:39:15,14.2,66.0
2025-10-28#04:39:31,14.2,66.0
2025-10-28#04:39:46,14.2,66.0
2025-10-28#04:40:01,14.2,66.0
2025-10-28#04:40:16,14.2,66.0
2025-10-28#04:40:32,14.2,66.0
2025-10-28#04:40:47,14.2,66.0
2025-10-28#04:41:02,14.2,66.0
2025-10-28#04:41:17,14.2,66.0
2025-10-28#04:41:33,14.2,66.0
2025-10-28#04:41:48,14.2,66.0
2025-10-28#04:42:03,14.2,66.0
2025-10-28#04:42:18,14.2,66.0
2025-10-28#04:42:34,14.2,66.0
2025-10-28#04:42:49,14.2,66.0
2025-10-28#04:43:04,14.2,66.0
2025-10-28#04:43:19,14.2,66.0
2025-10-28#04:43:35,14.2,66.0
2025-10-28#04:43:50,14.2,66.0
2025-10-28#04:44:05,14.2,66.0
2025-10-28#04:44:20,14.2,66.0
2025-10-28#04:44:36,14.2,66.0
2025-10-28#04:44:51,14.2,66.0
2025-10-28#04:45:06,14.2,66.0
2025-10-28#04:45:21,14.2,66.0
